postal_code,nearest_mrt,nearest_exit,walking_dist_m
650339,BUKIT GOMBAK MRT STATION,Exit C,559
650219,BUKIT BATOK MRT STATION,Exit A,860
650367,BUKIT GOMBAK MRT STATION,Exit C,379
650113,BUKIT BATOK MRT STATION,Exit D,553
650170,CHINESE GARDEN MRT STATION,Exit C,1455
650266,BUKIT BATOK MRT STATION,Exit A,1441
654291,BUKIT BATOK MRT STATION,Exit D,1094
650386,BUKIT GOMBAK MRT STATION,Exit C,622
650162,BUKIT BATOK MRT STATION,Exit D,1077
650171,CHINESE GARDEN MRT STATION,Exit C,1380
650291,BUKIT BATOK MRT STATION,Exit D,1231
650201,BUKIT BATOK MRT STATION,Exit D,420
650383,BUKIT GOMBAK MRT STATION,Exit C,432
650204,BUKIT BATOK MRT STATION,Exit D,207
650105,BUKIT BATOK MRT STATION,Exit D,278
650315,BUKIT GOMBAK MRT STATION,Exit C,761
650531,BUKIT GOMBAK MRT STATION,Exit C,394
650254,BUKIT BATOK MRT STATION,Exit A,1238
650115,BUKIT BATOK MRT STATION,Exit D,364
650388,BUKIT GOMBAK MRT STATION,Exit C,707
650389,BUKIT GOMBAK MRT STATION,Exit C,763
650622,BUKIT BATOK MRT STATION,Exit C,406
650223,BUKIT BATOK MRT STATION,Exit A,550
650353,BUKIT GOMBAK MRT STATION,Exit C,526
650218,BUKIT BATOK MRT STATION,Exit A,775
650125,BUKIT BATOK MRT STATION,Exit C,582
650140,BUKIT BATOK MRT STATION,Exit D,837
650628,BUKIT BATOK MRT STATION,Exit A,328
650289,BUKIT BATOK MRT STATION,Exit A,1568
650288,BUKIT BATOK MRT STATION,Exit A,1578
651289,BUKIT BATOK MRT STATION,Exit A,1618
90007,TIONG BAHRU MRT STATION,Exit A,1655
152028,REDHILL MRT STATION,Exit A,1055
100076,TELOK BLANGAH MRT STATION,Exit A,591
160113,TIONG BAHRU MRT STATION,Exit A,857
90028,HARBOURFRONT MRT STATION,Exit D,1730
163016,HAVELOCK MRT STATION,Exit 2,329
160141,TIONG BAHRU MRT STATION,Exit A,1335
90006,TELOK BLANGAH MRT STATION,Exit A,1532
160036,TIONG BAHRU MRT STATION,Exit B,505
90012,TIONG BAHRU MRT STATION,Exit A,1697
100077,TELOK BLANGAH MRT STATION,Exit A,514
160022,TIONG BAHRU MRT STATION,Exit B,669
80016,OUTRAM PARK MRT STATION,Exit 5,669
167026,TIONG BAHRU MRT STATION,Exit A,529
161054,TIONG BAHRU MRT STATION,Exit B,774
161055,HAVELOCK MRT STATION,Exit 3,781
102080,TELOK BLANGAH MRT STATION,Exit A,631
90040,HARBOURFRONT MRT STATION,Exit C,1262
90024,HARBOURFRONT MRT STATION,Exit D,1823
152120,TIONG BAHRU MRT STATION,Exit A,797
100055,TELOK BLANGAH MRT STATION,Exit A,662
90017,TIONG BAHRU MRT STATION,Exit A,1434
90101,HARBOURFRONT MRT STATION,Exit C,1068
101112,LABRADOR PARK MRT STATION,Exit A,1709
151039,REDHILL MRT STATION,Exit A,922
80013,OUTRAM PARK MRT STATION,Exit 5,564
162119,TIONG BAHRU MRT STATION,Exit A,700
151077,REDHILL MRT STATION,Exit A,161
164008,TIONG BAHRU MRT STATION,Exit B,408
165006,HAVELOCK MRT STATION,Exit 2,408
103080,TELOK BLANGAH MRT STATION,Exit A,627
101080,TELOK BLANGAH MRT STATION,Exit A,703
150051,REDHILL MRT STATION,Exit A,698
150116,REDHILL MRT STATION,Exit A,1083
101109,LABRADOR PARK MRT STATION,Exit A,1901
151048,REDHILL MRT STATION,Exit A,848
163008,TIONG BAHRU MRT STATION,Exit A,370
150035,QUEENSTOWN MRT STATION,Exit A,1335
160087,HAVELOCK MRT STATION,Exit 5,234
151063,REDHILL MRT STATION,Exit A,209
151075,REDHILL MRT STATION,Exit A,302
152124,TIONG BAHRU MRT STATION,Exit A,580
151074,REDHILL MRT STATION,Exit A,210
164006,HAVELOCK MRT STATION,Exit 2,315
163009,TIONG BAHRU MRT STATION,Exit B,311
670485,SEGAR LRT STATION,Exit A,339
670207,PENDING LRT STATION,Exit A,584
670240,BANGKIT LRT STATION,Exit A,238
670505,FAJAR LRT STATION,Exit A,500
670250,BANGKIT LRT STATION,Exit A,242
670143,PETIR LRT STATION,Exit A,237
670476,SEGAR LRT STATION,Exit A,564
670467,FAJAR LRT STATION,Exit A,578
670148,PETIR LRT STATION,Exit A,329
670244,BANGKIT LRT STATION,Exit A,201
670629,SENJA LRT STATION,Exit A,652
670126,PENDING LRT STATION,Exit A,239
670270,PENDING LRT STATION,Exit A,403
670533,JELAPANG LRT STATION,Exit A,320
670458,SEGAR LRT STATION,Exit A,306
670173,PETIR LRT STATION,Exit A,323
670486,SEGAR LRT STATION,Exit A,402
672633,SENJA LRT STATION,Exit A,632
670171,PETIR LRT STATION,Exit A,224
670185,BUKIT PANJANG MRT STATION,Exit A,101
670120,PENDING LRT STATION,Exit A,356
670140,PENDING LRT STATION,Exit A,433
670447,FAJAR LRT STATION,Exit A,261
670442,FAJAR LRT STATION,Exit A,347
670449,FAJAR LRT STATION,Exit A,225
670623,JELAPANG LRT STATION,Exit A,378
670537,SENJA LRT STATION,Exit A,299
670515,SEGAR LRT STATION,Exit A,281
670627,SENJA LRT STATION,Exit A,533
670536,JELAPANG LRT STATION,Exit A,406
670501,FAJAR LRT STATION,Exit A,578
670166,PETIR LRT STATION,Exit A,177
670154,PETIR LRT STATION,Exit A,488
670606,SENJA LRT STATION,Exit A,266
670484,SEGAR LRT STATION,Exit A,398
670452,FAJAR LRT STATION,Exit A,261
670655,JELAPANG LRT STATION,Exit A,135
670135,PENDING LRT STATION,Exit A,505
670513,SEGAR LRT STATION,Exit A,224
670607,SENJA LRT STATION,Exit A,182
670543,SENJA LRT STATION,Exit A,291
260002,FARRER ROAD MRT STATION,Exit B,94
590012,BEAUTY WORLD MRT STATION,Exit C,529
590002,BEAUTY WORLD MRT STATION,Exit C,191
180009,ROCHOR MRT STATION,Exit A,491
81005,TANJONG PAGAR MRT STATION,Exit A,471
50533,CHINATOWN MRT STATION,Exit F,52
180263,BRAS BASAH MRT STATION,Exit A,259
211671,LITTLE INDIA MRT STATION,Exit E,315
200634,JALAN BESAR MRT STATION,Exit B,273
80334,MAXWELL MRT STATION,Exit 3,314
85401,OUTRAM PARK MRT STATION,Exit 5,393
85201,OUTRAM PARK MRT STATION,Exit 5,299
85601,OUTRAM PARK MRT STATION,Exit 5,569
85101,OUTRAM PARK MRT STATION,Exit 5,237
681166,KEAT HONG LRT STATION,Exit A,886
680110,TECK WHYE LRT STATION,Exit A,345
680574,YEW TEE MRT STATION,Exit C,483
680571,YEW TEE MRT STATION,Exit C,550
684684,YEW TEE MRT STATION,Exit B,957
681687,YEW TEE MRT STATION,Exit B,912
681692,YEW TEE MRT STATION,Exit B,772
681686,YEW TEE MRT STATION,Exit B,942
680427,SOUTH VIEW LRT STATION,Exit A,753
682691,YEW TEE MRT STATION,Exit B,887
680104,TECK WHYE LRT STATION,Exit A,143
680659,YEW TEE MRT STATION,Exit B,521
680660,YEW TEE MRT STATION,Exit B,557
681685,YEW TEE MRT STATION,Exit B,857
680473,SOUTH VIEW LRT STATION,Exit A,987
680673,YEW TEE MRT STATION,Exit B,522
680151,PHOENIX LRT STATION,Exit A,145
680459,CHOA CHU KANG MRT STATION,Exit B,1372
680708,YEW TEE MRT STATION,Exit C,754
680425,CHOA CHU KANG MRT STATION,Exit B,750
680410,SOUTH VIEW LRT STATION,Exit A,499
680517,CHOA CHU KANG MRT STATION,Exit C,1050
680613,YEW TEE MRT STATION,Exit A,587
680423,CHOA CHU KANG MRT STATION,Exit B,624
680409,SOUTH VIEW LRT STATION,Exit A,477
680770,YEW TEE MRT STATION,Exit C,673
680611,YEW TEE MRT STATION,Exit A,543
680160,PHOENIX LRT STATION,Exit A,548
680411,SOUTH VIEW LRT STATION,Exit A,561
680769,YEW TEE MRT STATION,Exit C,717
680306,CHOA CHU KANG MRT STATION,Exit B,256
680790,YEW TEE MRT STATION,Exit C,373
680286,SOUTH VIEW LRT STATION,Exit A,516
680572,YEW TEE MRT STATION,Exit C,528
680307,CHOA CHU KANG MRT STATION,Exit D,368
684690,YEW TEE MRT STATION,Exit B,990
681688,YEW TEE MRT STATION,Exit B,852
681690,YEW TEE MRT STATION,Exit B,952
682485,SOUTH VIEW LRT STATION,Exit A,1297
682683,YEW TEE MRT STATION,Exit B,974
682687,YEW TEE MRT STATION,Exit B,948
680680,YEW TEE MRT STATION,Exit B,977
681689,YEW TEE MRT STATION,Exit B,780
680666,YEW TEE MRT STATION,Exit B,674
680470,SOUTH VIEW LRT STATION,Exit A,1096
680682,YEW TEE MRT STATION,Exit B,817
680252,SOUTH VIEW LRT STATION,Exit A,314
680505,CHOA CHU KANG MRT STATION,Exit D,737
680657,YEW TEE MRT STATION,Exit B,529
680504,CHOA CHU KANG MRT STATION,Exit D,691
680250,SOUTH VIEW LRT STATION,Exit A,180
680614,YEW TEE MRT STATION,Exit A,669
680221,CHOA CHU KANG MRT STATION,Exit B,338
680512,CHOA CHU KANG MRT STATION,Exit D,875
680469,SOUTH VIEW LRT STATION,Exit A,1102
680615,YEW TEE MRT STATION,Exit A,576
680454,CHOA CHU KANG MRT STATION,Exit B,1399
680435,CHOA CHU KANG MRT STATION,Exit B,525
680785,YEW TEE MRT STATION,Exit C,343
680155,PHOENIX LRT STATION,Exit A,178
680225,SOUTH VIEW LRT STATION,Exit A,149
680633,YEW TEE MRT STATION,Exit C,313
680526,CHOA CHU KANG MRT STATION,Exit D,1034
680458,CHOA CHU KANG MRT STATION,Exit B,1285
680753,YEW TEE MRT STATION,Exit C,669
680134,KEAT HONG LRT STATION,Exit A,469
680108,TECK WHYE LRT STATION,Exit A,282
680764,YEW TEE MRT STATION,Exit C,657
680164,PHOENIX LRT STATION,Exit A,570
680768,YEW TEE MRT STATION,Exit C,756
120344,CLEMENTI MRT STATION,Exit B,687
120710,CLEMENTI MRT STATION,Exit D,1569
120611,CLEMENTI MRT STATION,Exit C,1551
120303,CLEMENTI MRT STATION,Exit B,827
120509,CLEMENTI MRT STATION,Exit A,970
120508,CLEMENTI MRT STATION,Exit A,889
120308,CLEMENTI MRT STATION,Exit B,794
120728,CLEMENTI MRT STATION,Exit D,1433
120307,CLEMENTI MRT STATION,Exit B,849
120730,CLEMENTI MRT STATION,Exit D,1492
120507,CLEMENTI MRT STATION,Exit A,752
120701,CLEMENTI MRT STATION,Exit D,1396
120329,CLEMENTI MRT STATION,Exit C,268
120326,CLEMENTI MRT STATION,Exit C,98
120506,CLEMENTI MRT STATION,Exit A,712
120331,CLEMENTI MRT STATION,Exit C,344
120351,CLEMENTI MRT STATION,Exit C,975
120305,CLEMENTI MRT STATION,Exit B,1017
120306,CLEMENTI MRT STATION,Exit B,895
120376,CLEMENTI MRT STATION,Exit B,459
120319,CLEMENTI MRT STATION,Exit B,271
120335,CLEMENTI MRT STATION,Exit B,534
120304,CLEMENTI MRT STATION,Exit B,791
120327,CLEMENTI MRT STATION,Exit C,112
120421,CLEMENTI MRT STATION,Exit C,896
120716,CLEMENTI MRT STATION,Exit D,1829
120709,CLEMENTI MRT STATION,Exit D,1536
120410,CLEMENTI MRT STATION,Exit C,640
120411,CLEMENTI MRT STATION,Exit C,705
120334,CLEMENTI MRT STATION,Exit C,399
120333,CLEMENTI MRT STATION,Exit B,298
120315,CLEMENTI MRT STATION,Exit B,463
120454,CLEMENTI MRT STATION,Exit D,294
120456,CLEMENTI MRT STATION,Exit D,343
120420,CLEMENTI MRT STATION,Exit C,777
120462,CLEMENTI MRT STATION,Exit D,489
120417,CLEMENTI MRT STATION,Exit C,899
120418,CLEMENTI MRT STATION,Exit C,911
122441,CLEMENTI MRT STATION,Exit A,138
120357,CLEMENTI MRT STATION,Exit C,593
120613,CLEMENTI MRT STATION,Exit C,1783
120103,CLEMENTI MRT STATION,Exit B,1654
120459,CLEMENTI MRT STATION,Exit D,418
120206,CLEMENTI MRT STATION,Exit B,849
370058,MACPHERSON MRT STATION,Exit D,335
370032,MACPHERSON MRT STATION,Exit E,467
370037,MACPHERSON MRT STATION,Exit E,373
370087,MACPHERSON MRT STATION,Exit D,544
370060,MACPHERSON MRT STATION,Exit D,270
370059,MACPHERSON MRT STATION,Exit D,292
400021,EUNOS MRT STATION,Exit B,719
400016,EUNOS MRT STATION,Exit C,529
370066,MACPHERSON MRT STATION,Exit E,165
400017,EUNOS MRT STATION,Exit C,580
400020,EUNOS MRT STATION,Exit B,669
370061,MACPHERSON MRT STATION,Exit D,222
390097,DAKOTA MRT STATION,Exit A,149
380053,ALJUNIED MRT STATION,Exit B,462
390036,DAKOTA MRT STATION,Exit B,531
420003,EUNOS MRT STATION,Exit B,794
400033,EUNOS MRT STATION,Exit B,330
370036,MACPHERSON MRT STATION,Exit E,385
400327,UBI MRT STATION,Exit A,686
400322,UBI MRT STATION,Exit A,764
400009,EUNOS MRT STATION,Exit B,332
370031,MACPHERSON MRT STATION,Exit E,585
390034,MOUNTBATTEN MRT STATION,Exit A,523
391012,MOUNTBATTEN MRT STATION,Exit A,229
371092,MACPHERSON MRT STATION,Exit D,384
400034,EUNOS MRT STATION,Exit B,335
390047,DAKOTA MRT STATION,Exit B,499
403002,CC9,F,917
400024,EUNOS MRT STATION,Exit B,537
380126,MATTAR MRT STATION,Exit B,726
370041,MACPHERSON MRT STATION,Exit E,375
391007,MOUNTBATTEN MRT STATION,Exit A,155
370053,MACPHERSON MRT STATION,Exit D,328
380130,PAYA LEBAR MRT STATION,Exit C,536
530701,HOUGANG MRT STATION,Exit A,912
530317,HOUGANG MRT STATION,Exit A,1110
530024,HOUGANG MRT STATION,Exit A,807
530110,KOVAN MRT STATION,Exit C,1068
530023,KOVAN MRT STATION,Exit C,908
530115,KOVAN MRT STATION,Exit C,1275
530241,KOVAN MRT STATION,Exit C,1156
530109,KOVAN MRT STATION,Exit C,1065
530661,HOUGANG MRT STATION,Exit C,1372
530511,HOUGANG MRT STATION,Exit C,519
530114,KOVAN MRT STATION,Exit C,1294
530021,KOVAN MRT STATION,Exit C,967
532987,LAYAR LRT STATION,Exit A,1909
530311,HOUGANG MRT STATION,Exit A,908
530690,HOUGANG MRT STATION,Exit C,1358
530605,HOUGANG MRT STATION,Exit C,845
530617,HOUGANG MRT STATION,Exit A,1323
530686,HOUGANG MRT STATION,Exit C,1236
530636,KOVAN MRT STATION,Exit B,1718
533980,RENJONG LRT STATION,Exit A,1733
531981,LAYAR LRT STATION,Exit A,1942
530679,HOUGANG MRT STATION,Exit C,1037
530244,KOVAN MRT STATION,Exit C,1065
530336,HOUGANG MRT STATION,Exit B,1036
530965,FERNVALE LRT STATION,Exit A,1903
531984,LAYAR LRT STATION,Exit A,1844
530507,HOUGANG MRT STATION,Exit C,627
530611,HOUGANG MRT STATION,Exit C,1095
530305,HOUGANG MRT STATION,Exit A,734
530167,KOVAN MRT STATION,Exit C,1422
530332,HOUGANG MRT STATION,Exit B,956
530173,KOVAN MRT STATION,Exit C,1637
530417,HOUGANG MRT STATION,Exit C,864
533987,FERNVALE LRT STATION,Exit A,1823
530371,KOVAN MRT STATION,Exit C,864
530830,HOUGANG MRT STATION,Exit C,341
530971,RENJONG LRT STATION,Exit A,1880
533978,LAYAR LRT STATION,Exit A,1979
536980,RENJONG LRT STATION,Exit A,1816
530351,HOUGANG MRT STATION,Exit B,1166
530928,HOUGANG MRT STATION,Exit C,1703
530926,HOUGANG MRT STATION,Exit C,1735
530504,HOUGANG MRT STATION,Exit C,709
530156,SERANGOON MRT STATION,Exit D,823
530945,HOUGANG MRT STATION,Exit C,1711
530306,HOUGANG MRT STATION,Exit A,811
530144,KOVAN MRT STATION,Exit A,1254
530634,KOVAN MRT STATION,Exit B,1724
530833,HOUGANG MRT STATION,Exit C,464
530407,HOUGANG MRT STATION,Exit C,674
600371,CHINESE GARDEN MRT STATION,Exit A,846
600023,JURONG EAST MRT STATION,Exit B,2452
600410,JURONG EAST MRT STATION,Exit B,2002
600411,JURONG EAST MRT STATION,Exit B,2000
600313,CHINESE GARDEN MRT STATION,Exit A,723
600033,JURONG EAST MRT STATION,Exit B,2197
600047,JURONG EAST MRT STATION,Exit B,2346
600210,CHINESE GARDEN MRT STATION,Exit C,755
600372,CHINESE GARDEN MRT STATION,Exit A,877
600229,CHINESE GARDEN MRT STATION,Exit C,634
600348,CHINESE GARDEN MRT STATION,Exit A,307
600264,CHINESE GARDEN MRT STATION,Exit C,1144
600314,CHINESE GARDEN MRT STATION,Exit A,662
600251,CHINESE GARDEN MRT STATION,Exit C,916
600312,CHINESE GARDEN MRT STATION,Exit A,657
600268,BUKIT BATOK MRT STATION,Exit D,1094
600208,JURONG EAST MRT STATION,Exit D,719
600282,JURONG EAST MRT STATION,Exit C,1116
600265,JURONG EAST MRT STATION,Exit D,1220
601219,CHINESE GARDEN MRT STATION,Exit C,580
600271,BUKIT BATOK MRT STATION,Exit D,1252
600116,CHINESE GARDEN MRT STATION,Exit C,387
600277,BUKIT BATOK MRT STATION,Exit D,1337
600201,JURONG EAST MRT STATION,Exit D,460
604288,JURONG EAST MRT STATION,Exit D,955
600267,BUKIT BATOK MRT STATION,Exit D,1069
600334,CHINESE GARDEN MRT STATION,Exit A,1113
